futureUnit,plannedNumberOfLessons,priorKnowledgeRequirements,priorUnit,unitId,unitTitle,unitDescription,subjectTitle
,7,"[""Food chain diagrams show transfers of biomass."", ""Food web diagrams represent several interconnected food chains within a community of organisms."", ""Trophic levels are the stages in a food chain."", ""Biomass is the amount of living or recently living matter."", ""Biodiversity is a measure of the range of living organisms."", ""It is important to preserve biodiversity to maintain a healthy environment."", ""Pollinating insects are important in producing crops."", ""The relationship between genes, chromosomes and DNA."", ""The products of combustion."", ""Which fuels are fossil fuels.""]",659.0,667,Maintaining biodiversity and human impacts,"This unit explores trophic levels, biomass pyramids, and the efficiency of biomass transfers in ecosystems. It examines human impacts on biodiversity, factors affecting food security, and biotechnological solutions. Emphasis is on evaluating environmental changes and ethical considerations.",Biology
,7,"[""Food chain diagrams show transfers of biomass."", ""Food web diagrams represent several interconnected food chains within a community of organisms."", ""Trophic levels are the stages in a food chain."", ""Biomass is the amount of living or recently living matter."", ""Biodiversity is a measure of the range of living organisms."", ""It is important to preserve biodiversity to maintain a healthy environment."", ""Pollinating insects are important in producing crops."", ""The relationship between genes, chromosomes and DNA."", ""The products of combustion."", ""Which fuels are fossil fuels.""]",659.0,667,Maintaining biodiversity and human impacts,"This unit explores trophic levels, biomass pyramids, and the efficiency of biomass transfers in ecosystems. It examines human impacts on biodiversity, factors affecting food security, and biotechnological solutions. Emphasis is on evaluating environmental changes and ethical considerations.",Combined science
971.0,8,"[""Covalent bonds form when non-metal atoms share electrons."", ""Non-metal, covalent molecules form simple molecules or giant covalent (macromolecular) structures."", ""Non-metals atoms in group 5 can form three covalent bonds; those in group 4, four covalent bonds."", ""Simple molecules have low melting and boiling points because the intermolecular forces between them are weak, requiring little energy."", ""Giant covalent structures have high melting and boiling points because the strong covalent bonds need a lot of energy to be broken.""]",962.0,1146,Chemistry of carbon,"This unit explores how material properties relate to bonding, bond strength, and structure, focusing on carbon compounds like diamond, graphite, and graphene. It covers nanoparticles, their uses and risks, surface area calculations, scale comparisons, and model representation techniques.",Chemistry
971.0,8,"[""Covalent bonds form when non-metal atoms share electrons."", ""Non-metal, covalent molecules form simple molecules or giant covalent (macromolecular) structures."", ""Non-metals atoms in group 5 can form three covalent bonds; those in group 4, four covalent bonds."", ""Simple molecules have low melting and boiling points because the intermolecular forces between them are weak, requiring little energy."", ""Giant covalent structures have high melting and boiling points because the strong covalent bonds need a lot of energy to be broken.""]",962.0,1146,Chemistry of carbon,"This unit explores how material properties relate to bonding, bond strength, and structure, focusing on carbon compounds like diamond, graphite, and graphene. It covers nanoparticles, their uses and risks, surface area calculations, scale comparisons, and model representation techniques.",Combined science
673.0,7,"[""Materials can be grouped as solids, liquids or gases."", ""Solids hold their shape."", ""Liquids form a pool not a pile."", ""Gases can escape from an unsealed container."", ""Some materials change state when they are heated or cooled."", ""Water can evaporate into a gas."", ""Water evaporates more quickly when the temperature is higher."", ""Water vapour can condense into water.""]",122.0,496,"Solid, liquid, gas states and changes of state","This unit covers the properties of solids, liquids, and gases using the particle model, including gas pressure. It explains changes of state in terms of the particle model while developing skills in using appropriate techniques, apparatus, and materials in lab work.",Science
496.0,8,"[""can describe in simple terms how fossils are formed when things that have lived are trapped within rock"", ""can recognise that living things have changed over time and that fossils provide information about living things that inhabited the Earth millions of years ago"", ""can explain that some changes result in the formation of new materials, and that this kind of change is not usually reversible, including changes associated with burning"", ""can use knowledge of solids, liquids and gases to decide how mixtures might be separated, including through evaporating"", ""can construct a simple series electrical circuit, identifying and naming its basic parts, including cells, wires, bulbs, switches and buzzers""]",212.0,1070,Climate change and sustainability (non-statutory),"This unit examines our climate and the factors affecting it. Emphasis is on using data,  taking precise measurements, recording data, and presenting findings.",Science
214.0,11,"[""Notice that animals, including humans, have offspring which grow into adults""]",109.0,208,Reproduction and life cycles: animals,"This unit explores the life cycles of mammals, amphibians, insects, and birds, and the reproduction process in plants and animals. It focuses on recording data, presenting findings with conclusions, and evaluating scientific evidence to support or refute ideas in various presentation formats.",Science
119.0,7,"[""Explore the natural world around them, making observations of plants and animals"", ""Notice some similarities and differences between plants and animals in the local environment"", ""Begin to understand the need to respect and care for all living things"", ""Identify and name a variety of common wild and garden plants including trees"", ""Identify and name a variety of common animals, including fish, amphibians, reptiles, birds and mammals""]",101.0,106,Living things and where they live,"This unit explores the differences between living, dead, and non-living things and examines how habitats support the needs of various plants and animals. It involves identifying and naming plants and animals in different habitats, using observations to classify, gather data, and answer questions.",Science
122.0,7,"[""Distinguish between an object and the material from which it is made"", ""Identify and name a variety of everyday materials"", ""Describe the simple physical properties of a variety of everyday materials"", ""Compare and group together a variety of everyday materials on the basis of their simple physical properties""]",103.0,111,Uses of everyday materials,"This unit explores identifying and comparing the suitability of everyday materials like wood, metal, and plastic for specific uses. It examines how solid objects' shapes can change by squashing, bending, twisting, and stretching. The focus is on simple tests, and using data to answer questions.",Science
634.0,9,"[""Recognise that environments can change and that this can sometimes pose dangers to living things."", ""Be able to identify how a habitat changes throughout the year"", ""Be able to construct and interpret a variety of food chains, identifying producers, predators and prey.""]",121.0,633,Ecosystems,"This unit explores the interdependence of organisms in ecosystems, including food webs and insect-pollinated crops. It examines how organisms interact with their environment and the impact of toxic materials. It also highlights the importance of biodiversity and preserving genetic material.",Science
901.0,6,"[""Genetic material stored in cells provides instructions for growth and other life processes."", ""The genetic material of all organisms is made of a chemical substance called DNA."", ""Some of an organism\u2019s characteristics are determined only by instructions in its genome (e.g. eye colour)."", ""Most of an organism\u2019s characteristics are influenced by the organisms\u2019 genome and interaction with its environment."", ""Humans and plants can reproduce sexually to have offspring that inherit some, but not all, of the characteristics of the parents."", ""During sexual reproduction, male and female gametes fuse in process called fertilisation.""]",899.0,900,"Inheritance, genotype and phenotype","This unit covers key genetic terms, single-gene inheritance, and genetic crosses, including probability and ratios. It explores how most traits result from multiple genes and sex determination in humans. The unit also includes interpreting data and using models to solve problems.",Biology
901.0,6,"[""Genetic material stored in cells provides instructions for growth and other life processes."", ""The genetic material of all organisms is made of a chemical substance called DNA."", ""Some of an organism\u2019s characteristics are determined only by instructions in its genome (e.g. eye colour)."", ""Most of an organism\u2019s characteristics are influenced by the organisms\u2019 genome and interaction with its environment."", ""Humans and plants can reproduce sexually to have offspring that inherit some, but not all, of the characteristics of the parents."", ""During sexual reproduction, male and female gametes fuse in process called fertilisation.""]",899.0,900,"Inheritance, genotype and phenotype","This unit covers key genetic terms, single-gene inheritance, and genetic crosses, including probability and ratios. It explores how most traits result from multiple genes and sex determination in humans. The unit also includes interpreting data and using models to solve problems.",Combined science
216.0,10,"[""Distinguish between the object and the material from which it is made"", ""Identify and name a variety of everyday materials, including wood, plastic, glass, metal, water and rock"", ""Identify and compare the suitability of a variety of everyday materials for particular uses""]",103.0,124,Simple electrical circuits,"This unit covers constructing simple series electrical circuits, identifying parts like cells, wires, and switches, and recognising conductors and insulators. It also explores how circuits work with lamps and switches. The emphasis is on practical enquiries, making observations, and presenting data.",Science
676.0,10,"[""A pure substance is made of only one type of particle."", ""A pure substance has a fixed melting point and boiling point."", ""Impurities change the melting and boiling point of a substance."", ""Mass of substances that are mixed adds to give the total mass of the mixture (mass is conserved)."", ""Mass is measured with a balance in grams.""]",496.0,674,"Atoms, elements and compounds","This unit explores the basic atomic model, the differences between atoms, elements, and compounds, and the varying physical and chemical properties of elements. It covers chemical symbols, formulae, SI units, and IUPAC nomenclature, emphasising their use in describing elements and compounds.",Science
,17,"[""The rate of a chemical reaction is equal to the amount of product formed per unit time."", ""The gradient of a rate of reaction graph can be calculated from a tangent drawn at a point on the curve."", ""A catalyst affects the rate of a chemical reaction, but is not a reactant or a product of the reaction."", ""Ceramics are made from soft substances, which when heated become hard and brittle."", ""Plastics are made from polymers and there are many types of plastics with very different properties."", ""Some polymers are made of a single long chain of atoms, and other have many chains branching off each other."", ""The properties of a composite material can be predicted or designed based on the properties of the materials it contains."", ""Transition metals can be located in the centre of the periodic table, and have typical properties of metals""]",965.0,970,Industrial chemistry,"This unit covers corrosion, prevention methods, and properties of alloys, ceramics, polymers, and metals. It explores industrial processes like the Haber process, fertiliser production, reaction rates, yields, atom economy, and the trade-offs involving conditions and equilibrium.",Chemistry
,17,"[""The rate of a chemical reaction is equal to the amount of product formed per unit time."", ""The gradient of a rate of reaction graph can be calculated from a tangent drawn at a point on the curve."", ""A catalyst affects the rate of a chemical reaction, but is not a reactant or a product of the reaction."", ""Ceramics are made from soft substances, which when heated become hard and brittle."", ""Plastics are made from polymers and there are many types of plastics with very different properties."", ""Some polymers are made of a single long chain of atoms, and other have many chains branching off each other."", ""The properties of a composite material can be predicted or designed based on the properties of the materials it contains."", ""Transition metals can be located in the centre of the periodic table, and have typical properties of metals""]",965.0,970,Industrial chemistry,"This unit covers corrosion, prevention methods, and properties of alloys, ceramics, polymers, and metals. It explores industrial processes like the Haber process, fertiliser production, reaction rates, yields, atom economy, and the trade-offs involving conditions and equilibrium.",Combined science
219.0,20,"[""Distinguish between an object and the material from which it is made"", ""Identify and name a variety of everyday materials"", ""Describe the simple physical properties of everyday materials"", ""Compare and group together a variety of everyday materials on the basis of their simple physical properties"", ""Identify and compare the suitability of a variety of everyday materials for particular uses"", ""Compare and group together different kinds of rocks on the basis of their appearance and simple physical properties"", ""Compare and group together a variety of everyday materials on the basis of whether they are attracted to a magnet, and identify some magnetic materials"", ""Compare and group materials together, according to whether they are solids, liquids or gases"", ""Observe that some materials change state when they are heated and cooled"", ""Recognise some common electrical conductors and insulators, and associate metals with being good conductors""]",103.0,212,"Properties, changes and separating materials","This unit explores the properties of everyday materials, including hardness, solubility, and conductivity. It covers reversible changes like dissolving and mixing, and irreversible changes such as burning. Emphasis is on scientific enquiries, data recording, and presenting findings with evidence.",Science
567.0,9,"[""Carbohydrates (including sugars), proteins and lipids/fats are the major food groups."", ""Photosynthesis in producers makes glucose, a type of carbohydrate."", ""Producers use the glucose made by photosynthesis to make biomass for growth and repair, and as a fuel for cellular respiration to provide energy for life processes."", ""Consumers depend upon producers to make biomass, which consumers eat as food."", ""Consumers use the food they eat to make biomass for growth and repair, and as a fuel for cellular respiration to provide energy for life processes.""]",1073.0,566,Biological molecules and enzymes,"This unit explores the roles of sugars, amino acids, and fatty acids in the synthesis and breakdown of biological molecules. It covers enzyme action, transport in organisms, hypothesis development, and data interpretation. Emphasis is on planning experiments and presenting explanations.",Biology
567.0,9,"[""Carbohydrates (including sugars), proteins and lipids/fats are the major food groups."", ""Photosynthesis in producers makes glucose, a type of carbohydrate."", ""Producers use the glucose made by photosynthesis to make biomass for growth and repair, and as a fuel for cellular respiration to provide energy for life processes."", ""Consumers depend upon producers to make biomass, which consumers eat as food."", ""Consumers use the food they eat to make biomass for growth and repair, and as a fuel for cellular respiration to provide energy for life processes.""]",1073.0,566,Biological molecules and enzymes,"This unit explores the roles of sugars, amino acids, and fatty acids in the synthesis and breakdown of biological molecules. It covers enzyme action, transport in organisms, hypothesis development, and data interpretation. Emphasis is on planning experiments and presenting explanations.",Combined science
761.0,9,"[""[Y6] The main parts of the human circulatory system, and describe the functions of the heart, blood vessels and blood."", ""[Y6] The impacts of lifestyle, including drugs, on the way the human body functions."", ""Cellular respiration requires oxygen which is obtained by gas exchange in the lungs."", ""The structure of the lungs, including bronchi, bronchioles and alveoli."", ""The function of the heart.""]",693.0,695,Disease and drugs,"This unit explores the human gas exchange system, focusing on the impact of exercise, asthma, smoking, recreational drugs, and the differences between infectious and non-infectious diseases. It emphasises understanding scientific methods, evidence, risk evaluation, and peer review importance.",Science
692.0,14,"[""Describe in simple terms how fossils are formed"", ""Notice that animals, including humans, have offspring which grow into adults"", ""Identify that most living things live in habitats to which they are suited"", ""Describe how habitats provide for the basic needs of different kinds of animals and plants, and how they depend on each other""]",109.0,214,Evolution and inheritance,"This unit explores how living things have changed over time, using fossils as evidence of past life. It covers how offspring vary from parents and how adaptation leads to evolution. Emphasis is on planning scientific enquiries, recording data, and evaluating scientific evidence.",Science
669.0,8,"[""All species have features which make them suited to their environment."", ""Changes to the environment may make it harder for organisms to survive in a particular habitat."", ""There are differences in the features of individuals of the same species, and this is called variation."", ""Variation can be caused by environmental and genetic factors.""]",636.0,637,"Adaptations, competition, natural selection and evolution","This unit explores variation within and between species, competition, and natural selection. It focuses on asking questions, making predictions, planning scientific enquiries, and testing hypotheses. It also covers analysing results, explaining findings, and identifying new questions that arise.",Science
485.0,8,"[""Sounds are made by something that is vibrating."", ""Vibrations from sounds are heard because they move through the air to the ear."", ""Bigger vibrations make louder sounds."", ""Shorter or tighter strings vibrate to make sounds with a higher pitch."", ""Sounds get fainter as distance from the sound increases."", ""Light travels in straight lines."", ""Objects are seen because they shine light or reflect light into the eye."", ""Light forms shadows in the shape of objects that block it.""]",217.0,483,"Sound, light and vision","This unit explores sound and light waves, including frequencies, echoes, reflection, absorption, and the need for a medium for sound to travel. It also compares light and matter waves, investigates light transmission and colour, and examines wave properties and effects.",Science
898.0,7,"[""Disease is a cause of ill health."", ""Lifestyle factors can cause or increase the risk of disease."", ""Communicable diseases are caused by pathogens including viruses, bacteria, protists and fungi."", ""Ways in which pathogens can be spread."", ""Some common communicable diseases caused by viruses, bacteria, protists and fungi.""]",761.0,762,"Defences against pathogens, the human immune system and vaccination","This unit explores the body's defences and immune response against pathogens, disease prevention, and vaccines. It covers plant defence responses, and disease detection, and evaluates scientific applications, considering personal, social, economic, and environmental implications.",Biology
898.0,7,"[""Disease is a cause of ill health."", ""Lifestyle factors can cause or increase the risk of disease."", ""Communicable diseases are caused by pathogens including viruses, bacteria, protists and fungi."", ""Ways in which pathogens can be spread."", ""Some common communicable diseases caused by viruses, bacteria, protists and fungi.""]",761.0,762,"Defences against pathogens, the human immune system and vaccination","This unit explores the body's defences and immune response against pathogens, disease prevention, and vaccines. It covers plant defence responses, and disease detection, and evaluates scientific applications, considering personal, social, economic, and environmental implications.",Combined science
490.0,5,"[""Hard surfaces reflect sound because air particles bounce off them."", ""Soft surfaces absorb a lot of sound because sound waves transfer energy by making the particles in them vibrate."", ""A light source can emit light in every direction."", ""Light moves in straight lines."", ""A light ray is just a line that shows the direction light travels in."", ""The angle of incidence is the angle at which light hits a mirror."", ""The angle of reflection is the angle at which light is reflected off a mirror."", ""For mirrors, the angle of reflection is the same size as the angle of incidence.""]",485.0,487,Waves,"This unit explores the nature of sound and water waves, including transverse and longitudinal motion, wave reflection, superposition, and the speed of sound in various media. It covers sound production, detection, and auditory ranges, emphasising data interpretation, and basic calculations.",Science
963.0,28,"[""Chemical reactions are represented using chemical equations."", ""The arrow in a chemical equation represents the words \u2018changes into\u2019."", ""Chemical equations represent how the atoms in the reactants rearrange to form the products."", ""Evidence for a chemical reaction can include: bubbles, smell, colour or temperature change.""]",676.0,961,Calculations involving masses,"This unit covers writing chemical formulae, balancing equations, and using the conservation of mass. It includes calculating moles, empirical formulae, relative formula masses, and theoretical yields. Emphasis is on stoichiometry, concentration, gas volumes, and using standard form.",Chemistry
963.0,28,"[""Chemical reactions are represented using chemical equations."", ""The arrow in a chemical equation represents the words \u2018changes into\u2019."", ""Chemical equations represent how the atoms in the reactants rearrange to form the products."", ""Evidence for a chemical reaction can include: bubbles, smell, colour or temperature change.""]",676.0,961,Calculations involving masses,"This unit covers writing chemical formulae, balancing equations, and using the conservation of mass. It includes calculating moles, empirical formulae, relative formula masses, and theoretical yields. Emphasis is on stoichiometry, concentration, gas volumes, and using standard form.",Combined science
3768.0,7,"[""Greenhouse gases in Earth\u2019s atmosphere cause the natural greenhouse effect."", ""Human activities are increasing the amount of greenhouse gases in the atmosphere, increasing the greenhouse effect."", ""Emissions of greenhouse gases from human activities are causing global warming and climate change."", ""Temperature data show an unusual, rapid increase in the Earth's average surface temperature over the last century or so."", ""The recent increase in average surface temperature is called global warming."", ""There is a correlation between data showing increasing temperature and data showing increasing greenhouse gas emissions."", ""Most scientists agree that emissions from human activities are increasing the greenhouse effect, causing global warming."", ""Renewable resources do not run out because they are replenished faster than they are used up."", ""A resource is sustainable it is maintained a certain level for as long as it is needed."", ""Some resources, such as wood, are only renewable if they are used sustainably.""]",3766.0,3767,Climate change and greenhouse gases,"In this unit pupils learn about greenhouse gas emissions from transport and industry, and the use of renewable energy resources and changes to transport infrastructure that could reduce emissions.",Science
903.0,4,"[""Multicellular plants are made up of millions of living cells."", ""Hormones are chemicals that are made and secreted by groups of specialised cells called glands."", ""Hormones are detected by receptors on cells and tissues.""]",905.0,904,Plant growth and development,"This unit covers the role of plant hormones like auxins, gibberellins, and ethene in growth and development, including phototropism and gravitropism. It explores their commercial uses and focuses on experiments, data analysis, and presenting scientific explanations.",Biology
960.0,8,"[""Group 0 elements are called noble gases and do not react."", ""The elements in Group 1 are all soft metals that float on water."", ""Group 1 metals get more reactive as you go down the group."", ""As you go down Group 7, the state of the elements at room temperature change from gas to solid."", ""Group 7 elements get less reactive as you go down the group.""]",498.0,1147,Groups of the periodic table,"This unit explores how elements' reactions are related to electron arrangement and atomic number. It covers the properties of Groups 1, 7, and 0 and explains how these depend on outer electrons. It also predicts element reactivity and reactions based on their positions in the periodic table.",Combined science
960.0,8,"[""Group 0 elements are called noble gases and do not react."", ""The elements in Group 1 are all soft metals that float on water."", ""Group 1 metals get more reactive as you go down the group."", ""As you go down Group 7, the state of the elements at room temperature change from gas to solid."", ""Group 7 elements get less reactive as you go down the group.""]",498.0,1147,Groups of the periodic table,"This unit explores how elements' reactions are related to electron arrangement and atomic number. It covers the properties of Groups 1, 7, and 0 and explains how these depend on outer electrons. It also predicts element reactivity and reactions based on their positions in the periodic table.",Chemistry
,11,"[""Ions are a form of atom that have either lost or gained electrons"", ""Metals form positive ions and non metals form negative ions"", ""Most ionic substances are soluble"", ""Reactions that produce insoluble solids are called precipitation reactions"", ""Ionic equations show only the species of a chemical reaction that have changed""]",1147.0,960,Chemical analysis,"This unit covers tests to identify aqueous cations and anions, including flame tests for metal ions like lithium, sodium, and copper. It explains the benefits of instrumental analysis, such as sensitivity and accuracy, and focuses on interpreting results from charts, tables, and spectroscopy data.",Chemistry
965.0,6,"[""An exothermic chemical reaction causes an increase in temperature."", ""An endothermic chemical reaction causes a decrease in temperature."", ""An exothermic reaction transfers energy from the reactants to the surroundings."", ""An endothermic reaction transfers energy from the surroundings to the products."", ""Characteristics of chemical reactions include changes in colour, bubbling, or a change of temperature."", ""When a metal reacts with acid bubbles may form, the temperature rise and the metal reduce in size or disappear."", ""The neutralisation reaction is: base + acid \u2b62 salt + water""]",679.0,1149,Energy changes in reactions,"This unit covers bulk material properties related to bonding and intermolecular forces and explores bond breaking, bond making, activation energy, and reaction profiles. It focuses on selecting appropriate techniques, translating data, and presenting observations using various models.",Combined science
965.0,6,"[""An exothermic chemical reaction causes an increase in temperature."", ""An endothermic chemical reaction causes a decrease in temperature."", ""An exothermic reaction transfers energy from the reactants to the surroundings."", ""An endothermic reaction transfers energy from the surroundings to the products."", ""Characteristics of chemical reactions include changes in colour, bubbling, or a change of temperature."", ""When a metal reacts with acid bubbles may form, the temperature rise and the metal reduce in size or disappear."", ""The neutralisation reaction is: base + acid \u2b62 salt + water""]",679.0,1149,Energy changes in reactions,"This unit covers bulk material properties related to bonding and intermolecular forces and explores bond breaking, bond making, activation energy, and reaction profiles. It focuses on selecting appropriate techniques, translating data, and presenting observations using various models.",Chemistry
574.0,11,"[""Some substances can move into and out of cell by diffusing through the cell membrane."", ""Water moves between the blood and cells by osmosis, a type of diffusion."", ""The net movement of particles by diffusion and osmosis is along a concentration gradient."", ""Enzymes are the catalysts for many chemical reactions in the body."", ""Enzymes work best in optimum conditions and less well when conditions change away from the optimum."", ""Humans have a nervous system that that enables us to sense and respond quickly to changes outside and inside the body."", ""The human body has an endocrine system that uses hormones to control changes in the body."", ""The human endocrine and nervous systems work together to maintain a constant environment in the body.""]",570.0,573,Coordination and control: maintaining a constant internal environment,"This unit covers the importance of maintaining a constant internal environment, focusing on body temperature control, osmotic balance, and kidney function. It explains the roles of the skin, kidneys, and ADH, and emphasises data extraction, experiment techniques, and accurate data interpretation.",Combined science
574.0,11,"[""Some substances can move into and out of cell by diffusing through the cell membrane."", ""Water moves between the blood and cells by osmosis, a type of diffusion."", ""The net movement of particles by diffusion and osmosis is along a concentration gradient."", ""Enzymes are the catalysts for many chemical reactions in the body."", ""Enzymes work best in optimum conditions and less well when conditions change away from the optimum."", ""Humans have a nervous system that that enables us to sense and respond quickly to changes outside and inside the body."", ""The human body has an endocrine system that uses hormones to control changes in the body."", ""The human endocrine and nervous systems work together to maintain a constant environment in the body.""]",570.0,573,Coordination and control: maintaining a constant internal environment,"This unit covers the importance of maintaining a constant internal environment, focusing on body temperature control, osmotic balance, and kidney function. It explains the roles of the skin, kidneys, and ADH, and emphasises data extraction, experiment techniques, and accurate data interpretation.",Biology
,8,"[""Current = p.d. / resistance (I=V/R)."", ""The rules of current and p.d. for a series circuit can be applied to find some missing values of current and p.d."", ""The rules of current and p.d. for a series circuit can be applied to find some missing values of current and p.d."", ""The equation I=V/R can be rearranged so that either p.d. or R is the subject of the equation."", ""If any two values in the equation I=V/R are known, the third can be calculated."", ""If only one value in the equation I=V/R is known, rules for current or p.d. need to be applied to find a second."", ""Power = work done / time."", ""Power is measured in Watt (W).""]",491.0,495,Mains electricity,"This unit covers UK domestic a.c. supply, mains wiring safety, energy changes in electrical systems, power ratings, and energy transfer. It explains the National Grid, transformers, energy sources, and calculations for energy changes and power transmission efficiency.",Combined science
,8,"[""Current = p.d. / resistance (I=V/R)."", ""The rules of current and p.d. for a series circuit can be applied to find some missing values of current and p.d."", ""The rules of current and p.d. for a series circuit can be applied to find some missing values of current and p.d."", ""The equation I=V/R can be rearranged so that either p.d. or R is the subject of the equation."", ""If any two values in the equation I=V/R are known, the third can be calculated."", ""If only one value in the equation I=V/R is known, rules for current or p.d. need to be applied to find a second."", ""Power = work done / time."", ""Power is measured in Watt (W).""]",491.0,495,Mains electricity,"This unit covers UK domestic a.c. supply, mains wiring safety, energy changes in electrical systems, power ratings, and energy transfer. It explains the National Grid, transformers, energy sources, and calculations for energy changes and power transmission efficiency.",Physics
635.0,13,"[""Recognise that living things can be grouped in a variety of ways"", ""Explore and use classification keys to help group, identify and name a variety of living things in the local and wider environment""]",119.0,215,Why we group and classify living things,"This unit covers the classification of living things, including micro-organisms, plants, and animals, based on observable characteristics. It explores reasons for classification and focuses on planning scientific enquiries, recording data, presenting findings, and evaluating scientific evidence.",Science
479.0,8,"[""The Sun is a huge, hot star."", ""Other stars are much further away than the Sun."", ""Earth is a spherical rocky planet."", ""The Sun appears to move in an arc across the sky because Earth spins round once every 24 hours."", ""The spin of Earth causes day and night."", ""Earth is one of eight planets that orbit the Sun."", ""A year is the time it takes Earth to orbit the Sun."", ""The Moon is a spherical and rocky moon."", ""The Moon orbits Earth about once every month.""]",213.0,482,Our solar system and beyond,"This unit explores gravity as the force between masses, including weight calculation using gravitational field strength. It covers the relationship between Earth, the Moon, and the Sun, the concept of light years, and seasonal changes due to Earth’s tilt.",Science
905.0,4,"[""All organisms are made up of one or more cells."", ""Multicellular organisms grow by making new cells."", ""New cells are made when existing cells divide by mitosis."", ""Specialised cells in multicellular organisms (including humans and plants) have shapes, sizes and structures that are adapted for the jobs the cells do."", ""The genetic material of all organisms is made of DNA, wound up into structures called chromosomes."", ""Sections of chromosomes are called genes, which store instructions for making proteins (including enzymes)."", ""The proteins that are made are used to build other structures and control chemical reactions.""]",901.0,902,Stem cells and differentiation,"This unit explores the function of stem cells and the importance of cell differentiation. It discusses the benefits and risks of stem cell use in medicine, evaluates applications of science, and considers the personal, social, economic, and environmental implications of scientific decisions.",Biology
905.0,4,"[""All organisms are made up of one or more cells."", ""Multicellular organisms grow by making new cells."", ""New cells are made when existing cells divide by mitosis."", ""Specialised cells in multicellular organisms (including humans and plants) have shapes, sizes and structures that are adapted for the jobs the cells do."", ""The genetic material of all organisms is made of DNA, wound up into structures called chromosomes."", ""Sections of chromosomes are called genes, which store instructions for making proteins (including enzymes)."", ""The proteins that are made are used to build other structures and control chemical reactions.""]",901.0,902,Stem cells and differentiation,"This unit explores the function of stem cells and the importance of cell differentiation. It discusses the benefits and risks of stem cell use in medicine, evaluates applications of science, and considers the personal, social, economic, and environmental implications of scientific decisions.",Combined science
659.0,8,"[""Food chains show the transfer of biomass"", ""Food web diagrams represent several interconnected food chains within a community of organisms"", ""A change in the size of a population will affect other populations in the same community"", ""Habitats are where plants and animals live and they contain living (biotic) and non-living (abiotic) parts"", ""Organisms interact with the environment in which they live"", ""All species have features which make them suited to their environment"", ""Changes to the environment may make it harder for organisms to survive in a particular habitat"", ""Biodiversity is a measure of the range of living organisms"", ""It is important to preserve biodiversity to maintain a healthy environment""]",633.0,634,Biodiversity,"This unit examines environmental changes and their impact on species' survival and adaptation, potentially leading to extinction. It also develops skills for interpreting data and observations, evaluating errors, and using SI units and IUPAC chemical nomenclature in scientific contexts.",Science
670.0,6,"[""Fossils provide evidence about organisms that lived and died from 10,000 to billions of years ago and their habitats."", ""Fossils show that the features of some species have changed over time."", ""Species have adaptations which make them well suited to survive in their environment."", ""Due to variation, some individuals within a species have features that make them better adapted to complete and survive in their environment."", ""Better adapted individuals are more likely to reproduce and pass heritable adaptations (caused by genetic variation) on to the next generation."", ""This \u2018natural selection\u2019 of better adapted individuals causes advantageous features to become more common in each generation of offspring."", ""Natural selection can cause the common features of a species to change (evolve) over generations.""]",637.0,669,"Fossil evidence, selective breeding and explaining evolution","This unit explores evidence for evolution, including fossils and antibiotic resistance. It covers selective breeding, Darwin and Wallace’s contributions to natural selection, and evolution as changes in inherited traits over time. It also examines how scientific theories evolve over time.",Combined science
670.0,6,"[""Fossils provide evidence about organisms that lived and died from 10,000 to billions of years ago and their habitats."", ""Fossils show that the features of some species have changed over time."", ""Species have adaptations which make them well suited to survive in their environment."", ""Due to variation, some individuals within a species have features that make them better adapted to complete and survive in their environment."", ""Better adapted individuals are more likely to reproduce and pass heritable adaptations (caused by genetic variation) on to the next generation."", ""This \u2018natural selection\u2019 of better adapted individuals causes advantageous features to become more common in each generation of offspring."", ""Natural selection can cause the common features of a species to change (evolve) over generations.""]",637.0,669,"Fossil evidence, selective breeding and explaining evolution","This unit explores evidence for evolution, including fossils and antibiotic resistance. It covers selective breeding, Darwin and Wallace’s contributions to natural selection, and evolution as changes in inherited traits over time. It also examines how scientific theories evolve over time.",Biology
301.0,12,"[""Describe the basic needs of animals, including humans, for survival (water, food and air)"", ""Describe the importance for humans to eat the right amounts of different types of food""]",110.0,117,Healthy eating,"This unit covers how animals, including humans, obtain nutrition from their diet, emphasising the need for the right types and amounts of food. It involves asking questions, gathering and presenting data, using scientific language, and interpreting evidence to answer questions and support findings.",Science
963.0,7,"[""Some solids can dissolve to form solutions."", ""New materials are formed as a result of a chemical reaction."", ""One group (or class) of chemical substances is called acids."", ""In a chemical reaction, atoms rearrange themselves to form new substances"", ""Word equations are a simple way of describing chemical reactions""]",676.0,957,Acids and bases,"This unit covers acids, alkalis, and their neutralisation reactions, the pH scale, and the reactions of acids with metals and alkalis. It also examines the chemical properties of metal and non-metal oxides. Emphasis is on evaluating risks, using appropriate techniques, and making observations.",Science
211.0,12,"[""Notice how things move on different surfaces using everyday experiences"", ""Use a magnet to explore everyday objects and materials""]",103.0,114,Simple forces including magnets,"This unit explores how objects move on different surfaces and examines magnetic forces, including attraction, repulsion, and magnetic materials. It covers identifying magnetic poles and predicting interactions and emphasizes practical tests, observations, and presenting findings.",Science
